CHA  0.008  S    7.85   -0.481    1.345    2.115    2.458    2.457    2.375    2.199    1.988    1.663    1.234    1.210    3.377    2.771    2.847    2.913    2.921
CHA  0.008  S    7.87   -0.384    1.404    2.142    2.477    2.476    2.406    2.245    2.051    1.753    1.347    1.329    3.409    2.793    2.887    2.970    2.987
CHA  0.008  S    7.90   -0.274    1.499    2.235    2.572    2.570    2.500    2.340    2.149    1.854    1.451    1.435    3.500    2.887    2.981    3.065    3.086
CHA  0.008  S    7.93   -0.165    1.585    2.295    2.617    2.616    2.534    2.367    2.170    1.870    1.467    1.451    3.563    2.927    3.011    3.088    3.106
CHA  0.008  S    7.95   -0.063    1.653    2.330    2.635    2.635    2.546    2.374    2.173    1.870    1.465    1.448    3.601    2.943    3.020    3.093    3.109
CHA  0.008  S    7.98    0.068    1.739    2.378    2.667    2.667    2.569    2.391    2.186    1.880    1.476    1.458    3.653    2.970    3.039    3.107    3.121
CHA  0.008  S    8.00    0.151    1.807    2.428    2.707    2.707    2.600    2.417    2.205    1.894    1.486    1.468    3.705    3.006    3.066    3.128    3.140
CHA  0.008  S    8.30    1.612    2.834    3.159    3.333    3.336    3.180    2.967    2.709    2.314    1.830    1.764    4.464    3.609    3.632    3.651    3.634
CHA  0.008  S    8.48    2.729    3.528    3.574    3.632    3.637    3.419    3.162    2.864    2.436    1.938    1.873    4.909    3.880    3.843    3.821    3.783
CHA  0.008  S    8.60    3.704    4.042    3.913    3.906    3.912    3.671    3.403    3.090    2.638    2.121    2.047    5.263    4.142    4.089    4.054    4.006
CHA  0.008  S    8.70    4.713    4.485    4.171    4.118    4.126    3.845    3.555    3.226    2.759    2.237    2.159    5.524    4.335    4.248    4.195    4.139
CHA  0.008  S    8.78    5.706    4.807    4.351    4.271    4.281    3.965    3.651    3.288    2.773    2.210    2.113    5.704    4.473    4.355    4.272    4.196
CHA  0.008  S    8.85    6.611    5.121    4.529    4.433    4.443    4.094    3.754    3.370    2.841    2.266    2.167    5.880    4.619    4.469    4.360    4.275
CHA  0.008  S    8.90    6.989    5.357    4.676    4.565    4.578    4.184    3.813    3.406    2.856    2.271    2.172    6.025    4.733    4.538    4.404    4.309
CHA  0.008  S    8.95    7.234    5.591    4.800    4.687    4.701    4.266    3.868    3.445    2.884    2.293    2.194    6.141    4.837    4.602    4.447    4.346
CHA  0.008  S    9.00    7.419    5.827    4.929    4.817    4.832    4.357    3.933    3.493    2.916    2.317    2.217    6.264    4.949    4.676    4.500    4.392
CHA  0.008  S    9.18    7.909    6.709    5.437    5.304    5.324    4.704    4.178    3.679    3.053    2.424    2.326    6.751    5.372    4.953    4.705    4.572
CHA  0.008  S    9.30    8.386    7.354    5.884    5.763    5.785    5.124    4.569    4.051    3.411    2.770    2.669    7.185    5.814    5.354    5.083    4.941
CHA  0.008  S    9.40    8.543    7.795    6.164    6.000    6.025    5.305    4.713    4.171    3.512    2.860    2.759    7.460    6.023    5.511    5.211    5.058
CHA  0.008  S    9.48    8.863    8.147    6.417    6.262    6.287    5.563    4.971    4.433    3.785    3.141    3.044    7.709    6.283    5.768    5.470    5.321
CHA  0.008  S    9.54    8.786    8.243    6.455    6.243    6.271    5.493    4.865    4.295    3.613    2.944    2.839    7.748    6.239    5.677    5.346    5.178
CHA  0.008  S    9.60    8.922    8.496    6.711    6.563    6.588    5.861    5.268    4.730    4.085    3.443    3.348    7.999    6.582    6.065    5.766    5.617
CHA  0.008  S    9.65    9.082    8.669    6.810    6.650    6.676    5.938    5.337    4.792    4.142    3.496    3.399    8.097    6.664    6.137    5.831    5.679
CHA  0.008  S    9.70    9.229    8.842    6.910    6.742    6.769    6.018    5.410    4.859    4.204    3.554    3.457    8.197    6.750    6.213    5.901    5.745
CHA  0.008  S    9.74    9.117    8.919    6.979    6.799    6.826    6.064    5.449    4.892    4.231    3.578    3.479    8.265    6.801    6.255    5.936    5.777
CHA  0.008  S    9.78    9.288    9.063    7.078    6.884    6.912    6.138    5.514    4.950    4.281    3.621    3.520    8.364    6.881    6.324    5.997    5.833
CHA  0.008  S    9.81    9.061    9.113    7.140    6.939    6.967    6.188    5.561    4.994    4.321    3.659    3.557    8.426    6.933    6.372    6.043    5.877
CHA  0.008  S    9.85    9.182    9.264    7.244    7.031    7.060    6.269    5.635    5.061    4.382    3.715    3.612    8.530    7.020    6.449    6.112    5.943
CHA  0.008  S    9.90    9.299    9.481    7.370    7.133    7.162    6.352    5.707    5.127    4.442    3.772    3.668    8.656    7.111    6.524    6.181    6.008
CHA  0.008  S    9.95    9.351    9.636    7.496    7.262    7.291    6.483    5.838    5.254    4.565    3.892    3.786    8.782    7.241    6.657    6.310    6.134
CHA  0.008  S   10.00    8.989    9.677    7.608    7.363    7.392    6.577    5.926    5.335    4.633    3.952    3.841    8.894    7.338    6.747    6.394    6.213
CHA  0.008  S   10.04    9.309    9.888    7.748    7.496    7.526    6.706    6.054    5.462    4.763    4.084    3.974    9.034    7.470    6.875    6.521    6.341
CHA  0.008  S   10.08    8.975    9.899    7.841    7.581    7.611    6.787    6.130    5.530    4.819    4.133    4.018    9.126    7.552    6.955    6.594    6.407
CHA  0.008  S   10.11    8.884    9.969    7.918    7.643    7.674    6.840    6.178    5.575    4.864    4.177    4.063    9.204    7.610    7.004    6.639    6.452
CHA  0.008  S   10.12    8.903   10.033    7.948    7.666    7.697    6.860    6.195    5.587    4.868    4.176    4.059    9.234    7.631    7.023    6.654    6.462
CHA  0.008  S   10.13    8.661    9.949    7.943    7.666    7.696    6.861    6.198    5.598    4.888    4.203    4.090    9.230    7.631    7.024    6.661    6.475
CHA  0.008  S   10.14    8.589    9.935    7.962    7.689    7.720    6.889    6.228    5.630    4.928    4.247    4.137    9.249    7.657    7.053    6.692    6.508
CHA  0.008  S   10.15    8.600    9.951    7.986    7.713    7.744    6.914    6.252    5.650    4.943    4.257    4.145    9.273    7.682    7.078    6.714    6.527
CHA  0.008  S   10.18    8.638   10.021    8.063    7.803    7.833    7.015    6.361    5.766    5.067    4.388    4.277    9.352    7.777    7.184    6.826    6.643
CHA  0.020  S    5.00   -4.516   -1.997   -0.232    0.784    0.771    1.018    1.151    1.338    1.625    1.719    1.918    0.879    1.233    1.678    2.089    2.373
CHA  0.020  S    5.48   -4.569   -2.048   -0.279    0.740    0.727    0.976    1.109    1.297    1.586    1.681    1.881    0.832    1.190    1.636    2.048    2.333
CHA  0.020  S    5.70   -4.614   -2.093   -0.320    0.702    0.688    0.938    1.073    1.261    1.551    1.648    1.849    0.791    1.152    1.598    2.011    2.297
CHA  0.020  S    5.85   -4.665   -2.143   -0.365    0.660    0.647    0.898    1.033    1.222    1.514    1.612    1.813    0.746    1.111    1.558    1.972    2.259
CHA  0.020  S    6.00   -4.691   -2.170   -0.389    0.637    0.624    0.875    1.011    1.201    1.495    1.593    1.796    0.721    1.088    1.536    1.951    2.238
CHA  0.020  S    6.10   -4.724   -2.209   -0.430    0.597    0.583    0.836    0.971    1.163    1.458    1.558    1.762    0.680    1.048    1.497    1.912    2.200
CHA  0.020  S    6.18   -4.545   -2.039   -0.281    0.734    0.721    0.969    1.103    1.290    1.579    1.676    1.876    0.831    1.183    1.629    2.041    2.326
CHA  0.020  S    6.24   -4.422   -1.928   -0.189    0.817    0.804    1.049    1.180    1.364    1.647    1.740    1.936    0.925    1.265    1.707    2.116    2.399
CHA  0.020  S    6.30   -4.513   -2.027   -0.286    0.725    0.712    0.957    1.089    1.274    1.561    1.656    1.855    0.827    1.173    1.616    2.026    2.309
CHA  0.020  S    6.35   -4.633   -2.155   -0.411    0.605    0.592    0.838    0.970    1.156    1.445    1.542    1.743    0.701    1.053    1.497    1.907    2.192
CHA  0.020  S    6.40   -4.727   -2.263   -0.519    0.499    0.486    0.732    0.864    1.050    1.340    1.438    1.640    0.593    0.948    1.390    1.801    2.086
CHA  0.020  S    6.44   -4.884   -2.466   -0.747    0.270    0.257    0.497    0.623    0.806    1.092    1.189    1.389    0.366    0.716    1.151    1.559    1.840
CHA  0.020  S    6.48   -4.956   -2.550   -0.834    0.183    0.170    0.409    0.535    0.716    1.002    1.100    1.300    0.279    0.629    1.063    1.470    1.751
CHA  0.020  S    6.51   -5.121   -2.746   -1.060   -0.048   -0.061    0.171    0.289    0.462    0.734    0.824    1.012    0.055    0.394    0.819    1.219    1.494
CHA  0.020  S    6.54   -5.276   -2.909   -1.257   -0.253   -0.265   -0.040    0.071    0.238    0.498    0.577    0.749   -0.140    0.185    0.602    0.999    1.268
CHA  0.020  S    6.57   -5.194   -2.823   -1.195   -0.200   -0.212    0.009    0.117    0.280    0.534    0.608    0.774   -0.076    0.237    0.648    1.043    1.309
CHA  0.020  S    6.60   -4.918   -2.552   -0.939    0.054    0.042    0.262    0.372    0.541    0.799    0.876    1.046    0.181    0.491    0.901    1.302    1.571
CHA  0.020  S    6.63   -4.803   -2.444   -0.844    0.141    0.129    0.349    0.454    0.616    0.864    0.938    1.104    0.278    0.577    0.988    1.380    1.643
CHA  0.020  S    6.65   -4.815   -2.472   -0.874    0.110    0.098    0.316    0.423    0.584    0.836    0.913    1.084    0.249    0.546    0.957    1.348    1.611
CHA  0.020  S    6.68   -4.727   -2.409   -0.867    0.098    0.086    0.294    0.395    0.545    0.791    0.864    1.037    0.260    0.530    0.931    1.314    1.568
CHA  0.020  S    6.70   -4.738   -2.440   -0.929    0.027    0.015    0.216    0.314    0.458    0.698    0.770    0.943    0.202    0.456    0.851    1.230    1.478
CHA  0.020  S    6.72   -4.778   -2.495   -0.986   -0.030   -0.042    0.157    0.254    0.397    0.637    0.709    0.883    0.146    0.399    0.792    1.169    1.417
CHA  0.020  S    6.74   -4.469   -2.201   -0.756    0.175    0.163    0.353    0.445    0.579    0.813    0.882    1.057    0.382    0.600    0.985    1.356    1.596
CHA  0.020  S    6.76   -4.488   -2.240   -0.821    0.104    0.093    0.279    0.369    0.500    0.731    0.799    0.974    0.319    0.528    0.910    1.278    1.515
CHA  0.020  S    6.78   -4.532   -2.299   -0.896    0.026    0.015    0.198    0.287    0.416    0.645    0.712    0.886    0.246    0.449    0.828    1.195    1.430
CHA  0.020  S    6.81   -4.561   -2.274   -0.828   -0.045   -0.051   -0.051   -0.165   -0.286   -0.451   -0.708   -0.660    0.326    0.306    0.456    0.594    0.672
CHA  0.020  S    6.85   -4.586   -2.269   -0.778   -0.041   -0.045   -0.097   -0.263   -0.438   -0.674   -0.983   -0.951    0.378    0.290    0.378    0.464    0.508
CHA  0.020  S    6.86   -4.592   -2.277   -0.785   -0.046   -0.050   -0.092   -0.251   -0.420   -0.650   -0.957   -0.925    0.371    0.289    0.387    0.480    0.527
CHA  0.020  S    6.88   -4.581   -2.271   -0.790   -0.043   -0.048   -0.062   -0.200   -0.356   -0.589   -0.916   -0.893    0.369    0.305    0.432    0.542    0.592
CHA  0.020  S    6.89   -4.583   -2.275   -0.800   -0.051   -0.056   -0.059   -0.188   -0.337   -0.564   -0.893   -0.872    0.360    0.302    0.441    0.560    0.612
CHA  0.020  S    6.90   -4.603   -2.296   -0.815   -0.059   -0.065   -0.059   -0.181   -0.325   -0.552   -0.884   -0.866    0.344    0.297    0.445    0.569    0.624
CHA  0.020  S    6.92   -4.571   -2.274   -0.803   -0.031   -0.037   -0.017   -0.133   -0.274   -0.517   -0.880   -0.875    0.356    0.332    0.492    0.621    0.676
CHA  0.020  S    6.93   -4.475   -2.179   -0.728    0.034    0.028    0.043   -0.078   -0.227   -0.480   -0.853   -0.852    0.434    0.395    0.548    0.671    0.723
CHA  0.020  S    6.94   -4.407   -2.112   -0.675    0.084    0.077    0.094   -0.026   -0.175   -0.433   -0.815   -0.817    0.488    0.445    0.600    0.723    0.773
CHA  0.020  S    6.95   -4.344   -2.051   -0.625    0.134    0.128    0.146    0.021   -0.136   -0.413   -0.819   -0.831    0.539    0.497    0.650    0.767    0.812
CHA  0.020  S    6.97   -4.243   -1.958   -0.553    0.211    0.204    0.229    0.104   -0.061   -0.363   -0.801   -0.828    0.612    0.577    0.733    0.846    0.885
CHA  0.020  S    6.98   -4.267   -1.988   -0.576    0.204    0.197    0.244    0.143    0.006   -0.265   -0.685   -0.709    0.586    0.579    0.764    0.902    0.957
CHA  0.020  S    6.99   -4.291   -2.001   -0.553    0.261    0.253    0.328    0.252    0.139   -0.111   -0.527   -0.553    0.602    0.647    0.864    1.026    1.095
CHA  0.020  S    7.00   -4.316   -2.015   -0.525    0.332    0.323    0.411    0.336    0.215   -0.067   -0.520   -0.563    0.620    0.724    0.949    1.105    1.171
CHA  0.020  S    7.04   -4.520   -2.245   -0.748    0.139    0.129    0.262    0.253    0.219    0.072   -0.287   -0.302    0.394    0.547    0.839    1.073    1.194
CHA  0.020  S    7.08   -4.642   -2.384   -0.894    0.004   -0.007    0.139    0.147    0.135    0.020   -0.318   -0.326    0.247    0.416    0.725    0.980    1.113
CHA  0.020  S    7.11   -4.544   -2.302   -0.835    0.057    0.047    0.186    0.188    0.167    0.037   -0.314   -0.327    0.307    0.466    0.769    1.015    1.144
CHA  0.020  S    7.15   -4.154   -1.913   -0.499    0.360    0.350    0.469    0.445    0.391    0.211   -0.176   -0.200    0.649    0.761    1.036    1.254    1.361
CHA  0.020  S    7.18   -4.175   -1.914   -0.479    0.402    0.392    0.533    0.537    0.520    0.394    0.045    0.033    0.665    0.812    1.117    1.366    1.498
CHA  0.020  S    7.20   -4.272   -1.998   -0.561    0.323    0.313    0.459    0.467    0.454    0.334   -0.013   -0.024    0.583    0.735    1.045    1.298    1.433
CHA  0.020  S    7.23   -4.177   -1.910   -0.489    0.383    0.373    0.508    0.501    0.466    0.313   -0.060   -0.078    0.658    0.791    1.086    1.320    1.441
CHA  0.020  S    7.26   -4.157   -1.891   -0.485    0.379    0.369    0.498    0.482    0.436    0.266   -0.119   -0.141    0.663    0.784    1.070    1.295    1.408
CHA  0.020  S    7.28   -3.957   -1.691   -0.303    0.538    0.529    0.638    0.598    0.520    0.301   -0.118   -0.151    0.849    0.937    1.197    1.393    1.484
CHA  0.020  S    7.30   -3.650   -1.384   -0.026    0.775    0.766    0.852    0.786    0.677    0.417   -0.026   -0.066    1.134    1.164    1.395    1.563    1.633
CHA  0.020  S    7.34   -2.405   -0.163    1.028    1.630    1.625    1.609    1.441    1.219    0.827    0.311    0.251    2.228    1.978    2.089    2.151    2.151
CHA  0.020  S    7.38   -2.285   -0.066    1.093    1.668    1.664    1.640    1.467    1.239    0.845    0.329    0.268    2.299    2.013    2.117    2.174    2.170
CHA  0.020  S    7.41   -2.190    0.007    1.141    1.694    1.690    1.653    1.469    1.230    0.825    0.303    0.242    2.352    2.033    2.123    2.170    2.159
CHA  0.020  S    7.45   -2.035    0.136    1.237    1.760    1.756    1.703    1.505    1.252    0.834    0.307    0.244    2.455    2.092    2.164    2.197    2.178
CHA  0.020  S    7.48   -1.903    0.243    1.312    1.806    1.803    1.735    1.524    1.259    0.830    0.299    0.236    2.537    2.132    2.188    2.209    2.183
CHA  0.020  S    7.51   -1.761    0.369    1.404    1.866    1.863    1.775    1.546    1.265    0.820    0.282    0.217    2.636    2.183    2.217    2.221    2.185
CHA  0.020  S    7.53   -1.692    0.428    1.471    1.951    1.947    1.899    1.716    1.481    1.090    0.587    0.531    2.700    2.282    2.369    2.419    2.409
CHA  0.020  S    7.56   -1.601    0.499    1.545    2.033    2.030    1.985    1.808    1.579    1.196    0.696    0.643    2.770    2.366    2.459    2.514    2.509
CHA  0.020  S    7.58   -1.535    0.552    1.584    2.063    2.060    2.013    1.835    1.607    1.225    0.727    0.675    2.811    2.395    2.487    2.542    2.537
CHA  0.020  S    7.60   -1.467    0.600    1.610    2.077    2.074    2.022    1.842    1.612    1.232    0.737    0.686    2.841    2.407    2.494    2.547    2.542
CHA  0.020  S    7.62   -1.394    0.649    1.638    2.095    2.092    2.037    1.856    1.626    1.250    0.759    0.710    2.871    2.422    2.508    2.561    2.556
